regione,migranti_hot_spot,migranti_centri_accoglienza,migranti_siproimi_sai,totale_accoglienza,data_riferimento,filename,formato
Sardegna,0,0,0,3421,2018-09-30,cruscotto_statistico_giornaliero_30_settembre_2018.pdf,pre-2019
Lazio,0,0,0,13078,2018-09-30,cruscotto_statistico_giornaliero_30_settembre_2018.pdf,pre-2019
Basilicata,0,0,0,2032,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Valle D'Aosta,0,0,0,257,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Molise,0,0,0,2387,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Sardegna,0,0,0,3057,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Trentino-Alto Adige,0,0,0,3112,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Abruzzo,0,0,0,3299,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Marche,0,0,0,3857,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Liguria,0,0,0,4911,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,4973,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Calabria,0,0,0,6384,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Puglia,0,0,0,8117,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Toscana,0,0,0,10101,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Veneto,0,0,0,10314,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Piemonte,0,0,0,11559,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Emilia-Romagna,0,0,0,11728,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Sicilia,0,0,0,12325,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Campania,0,0,0,12690,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Lazio,0,0,0,12731,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Umbria,0,0,0,2396,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Lombardia,0,0,0,20025,2018-10-31,cruscotto_statistico_giornaliero_31_ottobre_2018.pdf,pre-2019
Basilicata,0,0,0,1966,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Sicilia,0,0,0,11950,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Valle D'Aosta,0,0,0,246,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Molise,0,0,0,2316,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Umbria,0,0,0,2348,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Sardegna,0,0,0,2940,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Trentino-Alto Adige,0,0,0,3034,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Abruzzo,0,0,0,3061,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Campania,0,0,0,12382,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Marche,0,0,0,3845,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,4933,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Calabria,0,0,0,5774,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Puglia,0,0,0,7921,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Toscana,0,0,0,9746,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Veneto,0,0,0,9840,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Piemonte,0,0,0,11316,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Liguria,0,0,0,4891,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Lazio,0,0,0,12490,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Emilia-Romagna,0,0,0,11519,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Lombardia,0,0,0,19333,2018-11-30,cruscotto_statistico_giornaliero_30_novembre_2018.pdf,pre-2019
Puglia,0,0,0,7129,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Lazio,0,0,0,12249,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Campania,0,0,0,11962,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Basilicata,0,0,0,1927,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Emilia-Romagna,0,0,0,11354,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Sicilia,0,0,0,11251,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Valle D'Aosta,0,0,0,240,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Piemonte,0,0,0,11098,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Toscana,0,0,0,9416,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Veneto,0,0,0,9374,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Lombardia,0,0,0,18582,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Liguria,0,0,0,4771,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,4670,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Marche,0,0,0,3625,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Trentino-Alto Adige,0,0,0,2992,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Abruzzo,0,0,0,2990,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Sardegna,0,0,0,2775,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Molise,0,0,0,2125,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Umbria,0,0,0,2205,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Calabria,0,0,0,5123,2018-12-31,cruscotto_statistico_giornaliero_31_dicembre_2018.pdf,pre-2019
Veneto,0,0,0,8967,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Lazio,0,0,0,11480,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Sicilia,0,0,0,10533,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Puglia,0,0,0,6792,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Calabria,0,0,0,5015,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Liguria,0,0,0,4685,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,4396,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Marche,0,0,0,3554,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Trentino-Alto Adige,0,0,0,2978,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Abruzzo,0,0,0,2876,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Piemonte,0,0,0,10899,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Sardegna,0,0,0,2578,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Molise,0,0,0,2008,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Basilicata,0,0,0,1879,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Valle D'Aosta,0,0,0,234,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Toscana,0,0,0,9208,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Lombardia,0,0,0,17967,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Campania,0,0,0,11695,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Umbria,0,0,0,2101,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Emilia-Romagna,0,0,0,11222,2019-01-31,cruscotto_statistico_giornaliero_31-01-2019_0_0.pdf,pre-2019
Valle D'Aosta,0,0,0,228,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Basilicata,0,0,0,1815,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Campania,0,0,0,11207,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Molise,0,0,0,1885,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Umbria,0,0,0,2055,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Sardegna,0,0,0,2471,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Trentino-Alto Adige,0,0,0,2733,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Lombardia,0,0,0,17539,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Marche,0,0,0,3451,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,4144,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Liguria,0,0,0,4629,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Abruzzo,0,0,0,2742,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Puglia,0,0,0,6373,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Veneto,0,0,0,8751,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Toscana,0,0,0,9006,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Sicilia,0,0,0,9679,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Piemonte,0,0,0,10672,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Lazio,0,0,0,11076,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Emilia-Romagna,0,0,0,11096,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Calabria,0,0,0,4735,2019-02-28,cruscotto_statistico_giornaliero_28-02-2019_0_0.pdf,pre-2019
Trentino-Alto Adige,0,0,0,2669,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Abruzzo,0,0,0,2570,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Sardegna,0,0,0,2280,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Valle D'Aosta,0,0,0,240,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Molise,0,0,0,1829,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Basilicata,0,0,0,1769,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Marche,0,0,0,3258,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Umbria,0,0,0,1999,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,3873,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Campania,0,0,0,10754,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Calabria,0,0,0,4740,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Liguria,0,0,0,4513,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Lombardia,0,0,0,17090,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Lazio,0,0,0,10721,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Piemonte,0,0,0,10428,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Emilia-Romagna,0,0,0,10850,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Toscana,0,0,0,8688,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Veneto,0,0,0,8324,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Puglia,0,0,0,6310,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Sicilia,0,0,0,9089,2019-03-31,cruscotto_statistico_giornaliero_31-03-2019_0.pdf,pre-2019
Valle D'Aosta,0,0,0,230,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Basilicata,0,0,0,1695,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Molise,0,0,0,1813,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Umbria,0,0,0,1949,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Sardegna,0,0,0,2155,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Abruzzo,0,0,0,2475,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Trentino-Alto Adige,0,0,0,2653,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Marche,0,0,0,3104,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Liguria,0,0,0,4428,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,3808,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Lombardia,0,0,0,16623,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Calabria,0,0,0,4698,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Emilia-Romagna,0,0,0,10657,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Campania,0,0,0,10628,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Lazio,0,0,0,10442,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Puglia,0,0,0,6066,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Sicilia,0,0,0,8507,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Toscana,0,0,0,8447,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Veneto,0,0,0,8044,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Piemonte,0,0,0,10111,2019-04-30,cruscotto_statistico_giornaliero_30-04-2019_0_0.pdf,pre-2019
Basilicata,0,0,0,1656,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Molise,0,0,0,1714,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Umbria,0,0,0,1905,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Valle D'Aosta,0,0,0,220,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Abruzzo,0,0,0,2341,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Trentino-Alto Adige,0,0,0,2587,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Marche,0,0,0,2910,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,3695,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Sardegna,0,0,0,1979,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Calabria,0,0,0,4501,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Liguria,0,0,0,4312,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Emilia-Romagna,0,0,0,10481,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Lazio,0,0,0,10127,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Piemonte,0,0,0,9828,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Lombardia,0,0,0,15688,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Toscana,0,0,0,8104,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Sicilia,0,0,0,7992,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Veneto,0,0,0,7565,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Puglia,0,0,0,5811,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Campania,0,0,0,9490,2019-05-31,cruscotto_statistico_giornaliero_31-05-2019_0.pdf,pre-2019
Friuli-Venezia Giulia,0,3307,372,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Molise,0,903,753,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Umbria,0,1430,430,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Sardegna,0,1632,242,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Abruzzo,0,1594,571,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Trentino-Alto Adige,0,2145,368,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Marche,0,1781,1071,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Liguria,0,3537,716,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Toscana,0,6386,1278,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Lombardia,0,13026,1989,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Puglia,0,3083,2516,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Veneto,0,6633,682,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Valle D'Aosta,0,183,24,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Sicilia,118,4058,3501,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Campania,0,7133,2044,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Piemonte,0,7774,1659,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Lazio,0,6891,2956,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Emilia-Romagna,0,7959,2236,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Calabria,0,2058,2295,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Basilicata,0,1084,506,0,2019-06-30,cruscotto_statistico_giornaliero_30-06-2019.pdf,post-2019
Abruzzo,0,1511,586,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Molise,0,845,758,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Lombardia,0,12720,2036,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Emilia-Romagna,0,7707,2241,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Lazio,0,6765,2840,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Piemonte,0,7381,1698,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Campania,0,6692,2101,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Sicilia,53,3837,3504,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Toscana,0,6106,1282,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Veneto,0,6362,675,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Calabria,0,2083,2225,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Liguria,0,3322,711,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Friuli-Venezia Giulia,0,2783,377,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Marche,0,1827,1089,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Trentino-Alto Adige,0,2065,367,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Umbria,0,1378,431,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Sardegna,0,1536,240,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Basilicata,0,1014,494,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Valle D'Aosta,0,171,24,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Puglia,57,2760,2488,0,2019-07-31,cruscotto_statistico_giornaliero_31-07-2019.pdf,post-2019
Lombardia,0,12195,2049,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Lazio,0,6402,2671,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Piemonte,0,7319,1722,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Campania,0,6346,1934,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Toscana,0,5961,1280,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Sicilia,366,3652,3084,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Veneto,0,6203,674,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Puglia,0,2439,2552,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Emilia-Romagna,0,7526,2257,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Calabria,0,1908,2104,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Friuli-Venezia Giulia,0,2764,366,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Marche,0,1766,939,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Trentino-Alto Adige,0,1982,363,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Abruzzo,0,1442,519,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Umbria,0,1331,432,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Sardegna,0,1491,249,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Basilicata,0,1088,502,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Liguria,0,3282,719,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Molise,0,781,691,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Valle D'Aosta,0,164,25,0,2019-08-31,cruscotto_statistico_giornaliero_31-08-2019.pdf,post-2019
Friuli-Venezia Giulia,0,2732,356,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Basilicata,0,1141,488,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Trentino-Alto Adige,0,1929,357,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Sardegna,0,1445,233,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Molise,0,684,606,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Valle D'Aosta,0,161,25,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Umbria,0,1332,387,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Lombardia,0,11701,2105,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Marche,0,1733,972,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Emilia-Romagna,0,7514,2250,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Campania,0,6107,1956,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Sicilia,487,3708,3018,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Toscana,0,5742,1283,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Veneto,0,6088,678,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Puglia,0,2338,2179,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Calabria,0,2029,2037,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Liguria,0,3200,718,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Piemonte,0,7198,1693,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Abruzzo,0,1364,527,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Lazio,0,6292,2806,0,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
